Industry,Unit,Region,Date,Value
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",Total: South Africa,2011Q2,2832667.513269
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P1: Western Cape,2011Q2,385085.81357484
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P2: Eastern Cape,2011Q2,218684.882395067
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P3: Northern Cape,2011Q2,61355.5784881035
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P4: Free State,2011Q2,149992.498192052
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P5: KwaZulu-Natal,2011Q2,448136.585623508
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P6: North West,2011Q2,185722.45476691
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P7: Gauteng,2011Q2,968148.315438944
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P8: Mpumalanga,2011Q2,207776.818288599
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P9: Limpopo,2011Q2,207764.566500978
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",Total: South Africa,2011Q3,2841115.835979
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P1: Western Cape,2011Q3,388209.695308783
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P2: Eastern Cape,2011Q3,220175.156860885
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P3: Northern Cape,2011Q3,61051.3599216934
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P4: Free State,2011Q3,150002.988532597
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P5: KwaZulu-Natal,2011Q3,450853.133621209
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P6: North West,2011Q3,183124.316073389
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P7: Gauteng,2011Q3,974789.19207403
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P8: Mpumalanga,2011Q3,206585.057918727
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P9: Limpopo,2011Q3,206324.935667687
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",Total: South Africa,2011Q4,2862770.972863
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P1: Western Cape,2011Q4,391564.94174407
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P2: Eastern Cape,2011Q4,221856.071455496
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P3: Northern Cape,2011Q4,61556.6340681021
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P4: Free State,2011Q4,151214.754273184
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P5: KwaZulu-Natal,2011Q4,454714.059250025
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P6: North West,2011Q4,183002.867702078
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P7: Gauteng,2011Q4,983589.564590832
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P8: Mpumalanga,2011Q4,207968.051895502
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P9: Limpopo,2011Q4,207304.027883712
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",Total: South Africa,2012Q1,2874224.452359
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P1: Western Cape,2012Q1,394411.481845467
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P2: Eastern Cape,2012Q1,222792.382800008
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P3: Northern Cape,2012Q1,62165.2124105558
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P4: Free State,2012Q1,152836.83316864
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P5: KwaZulu-Natal,2012Q1,457624.362778024
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P6: North West,2012Q1,179423.252566848
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P7: Gauteng,2012Q1,989469.066038584
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P8: Mpumalanga,2012Q1,208982.575400161
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P9: Limpopo,2012Q1,206519.285350711
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",Total: South Africa,2012Q2,2900026.469553
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P1: Western Cape,2012Q2,396584.016768405
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P2: Eastern Cape,2012Q2,223565.743532687
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P3: Northern Cape,2012Q2,63567.1574488697
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P4: Free State,2012Q2,154877.896895865
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P5: KwaZulu-Natal,2012Q2,460423.608734739
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P6: North West,2012Q2,182225.27542774
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P7: Gauteng,2012Q2,995771.448232694
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P8: Mpumalanga,2012Q2,212719.501209513
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P9: Limpopo,2012Q2,210291.821302488
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",Total: South Africa,2012Q3,2908699.122903
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P1: Western Cape,2012Q3,398615.80192839
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P2: Eastern Cape,2012Q3,224257.610838954
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P3: Northern Cape,2012Q3,63623.1490702232
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P4: Free State,2012Q3,155277.542942752
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P5: KwaZulu-Natal,2012Q3,462671.941458057
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P6: North West,2012Q3,181164.228319689
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P7: Gauteng,2012Q3,1000474.14037961
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P8: Mpumalanga,2012Q3,212626.220639996
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P9: Limpopo,2012Q3,209988.487325328
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",Total: South Africa,2012Q4,2921361.118069
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P1: Western Cape,2012Q4,401216.053982196
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P2: Eastern Cape,2012Q4,225126.759681424
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P3: Northern Cape,2012Q4,63658.0221020957
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P4: Free State,2012Q4,155698.119276687
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P5: KwaZulu-Natal,2012Q4,465696.4188713
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P6: North West,2012Q4,180715.541242627
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P7: Gauteng,2012Q4,1006654.02248911
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P8: Mpumalanga,2012Q4,212695.112092716
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P9: Limpopo,2012Q4,209901.068330847
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",Total: South Africa,2013Q1,2933459.53593
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P1: Western Cape,2013Q1,402361.337033179
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P2: Eastern Cape,2013Q1,224834.240958144
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P3: Northern Cape,2013Q1,63828.4175363026
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P4: Free State,2013Q1,155675.23815452
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P5: KwaZulu-Natal,2013Q1,466337.101800869
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P6: North West,2013Q1,185038.571889676
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P7: Gauteng,2013Q1,1010557.63755542
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P8: Mpumalanga,2013Q1,212745.223010504
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P9: Limpopo,2013Q1,212081.767991385
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",Total: South Africa,2013Q2,2964554.4321
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P1: Western Cape,2013Q2,407552.170380661
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P2: Eastern Cape,2013Q2,227005.98706398
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P3: Northern Cape,2013Q2,64123.0407663492
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P4: Free State,2013Q2,156852.678171659
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P5: KwaZulu-Natal,2013Q2,472407.086690018
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P6: North West,2013Q2,185320.944501459
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P7: Gauteng,2013Q2,1024030.51761145
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P8: Mpumalanga,2013Q2,214279.586879875
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P9: Limpopo,2013Q2,212982.420034549
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",Total: South Africa,2013Q3,2978164.62776
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P1: Western Cape,2013Q3,408706.752883448
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P2: Eastern Cape,2013Q3,227107.96416627
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P3: Northern Cape,2013Q3,64956.071490102
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P4: Free State,2013Q3,157791.137882045
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P5: KwaZulu-Natal,2013Q3,473986.801359171
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P6: North West,2013Q3,186307.030403701
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P7: Gauteng,2013Q3,1027775.75138749
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P8: Mpumalanga,2013Q3,216321.264284959
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P9: Limpopo,2013Q3,215211.853902818
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",Total: South Africa,2013Q4,3016522.84617
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P1: Western Cape,2013Q4,413106.177915378
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P2: Eastern Cape,2013Q4,229061.961500874
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P3: Northern Cape,2013Q4,66245.6382714772
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P4: Free State,2013Q4,159978.255474111
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P5: KwaZulu-Natal,2013Q4,480175.727528674
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P6: North West,2013Q4,188018.622607046
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P7: Gauteng,2013Q4,1040504.65860457
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P8: Mpumalanga,2013Q4,220730.077903246
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P9: Limpopo,2013Q4,218701.726364618
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",Total: South Africa,2014Q1,3004755.603629
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P1: Western Cape,2014Q1,413439.773342766
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P2: Eastern Cape,2014Q1,228750.554910222
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P3: Northern Cape,2014Q1,65887.9886644565
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P4: Free State,2014Q1,159698.645450655
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P5: KwaZulu-Natal,2014Q1,480702.402740092
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P6: North West,2014Q1,179080.238804576
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P7: Gauteng,2014Q1,1041487.22148942
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P8: Mpumalanga,2014Q1,220413.241150955
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P9: Limpopo,2014Q1,215295.53707586
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",Total: South Africa,2014Q2,3012093.343779
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P1: Western Cape,2014Q2,414858.196699641
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P2: Eastern Cape,2014Q2,229090.416714393
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P3: Northern Cape,2014Q2,66186.06437068
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P4: Free State,2014Q2,159978.848002365
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P5: KwaZulu-Natal,2014Q2,482342.55663536
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P6: North West,2014Q2,177906.139403357
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P7: Gauteng,2014Q2,1045205.37756295
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P8: Mpumalanga,2014Q2,220951.749785763
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P9: Limpopo,2014Q2,215573.994604493
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",Total: South Africa,2014Q3,3031294.653819
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P1: Western Cape,2014Q3,417806.839140598
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P2: Eastern Cape,2014Q3,230182.626280395
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P3: Northern Cape,2014Q3,66831.5767988489
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P4: Free State,2014Q3,160855.405264087
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P5: KwaZulu-Natal,2014Q3,485558.767352043
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P6: North West,2014Q3,178725.004242006
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P7: Gauteng,2014Q3,1051666.31697798
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P8: Mpumalanga,2014Q3,222449.521366466
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P9: Limpopo,2014Q3,217218.596396574
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",Total: South Africa,2014Q4,3064215.268069
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P1: Western Cape,2014Q4,422177.408123018
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P2: Eastern Cape,2014Q4,231825.193229878
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P3: Northern Cape,2014Q4,67878.5102234977
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P4: Free State,2014Q4,162290.731147092
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P5: KwaZulu-Natal,2014Q4,490580.72622196
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P6: North West,2014Q4,181782.056439416
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P7: Gauteng,2014Q4,1062006.35775025
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P8: Mpumalanga,2014Q4,225370.634077326
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P9: Limpopo,2014Q4,220303.650856568
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",Total: South Africa,2015Q1,3077245.519308
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P1: Western Cape,2015Q1,423790.757641714
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P2: Eastern Cape,2015Q1,232380.921831539
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P3: Northern Cape,2015Q1,68216.4314524763
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P4: Free State,2015Q1,161803.288245792
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P5: KwaZulu-Natal,2015Q1,491330.303448104
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P6: North West,2015Q1,188809.722176231
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P7: Gauteng,2015Q1,1063786.02415611
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P8: Mpumalanga,2015Q1,224446.771139719
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P9: Limpopo,2015Q1,222681.299216314
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",Total: South Africa,2015Q2,3059054.605648
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P1: Western Cape,2015Q2,421872.787145406
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P2: Eastern Cape,2015Q2,231310.33087697
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P3: Northern Cape,2015Q2,67502.5933592155
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P4: Free State,2015Q2,160181.671938629
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P5: KwaZulu-Natal,2015Q2,488127.750798315
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P6: North West,2015Q2,187798.682444367
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P7: Gauteng,2015Q2,1059447.73571463
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P8: Mpumalanga,2015Q2,221735.044414195
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P9: Limpopo,2015Q2,221078.008956267
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",Total: South Africa,2015Q3,3058747.796698
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P1: Western Cape,2015Q3,422946.397159034
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P2: Eastern Cape,2015Q3,231738.516271171
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P3: Northern Cape,2015Q3,66977.900746608
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P4: Free State,2015Q3,159520.339573601
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P5: KwaZulu-Natal,2015Q3,488811.994773618
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P6: North West,2015Q3,186499.228031556
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P7: Gauteng,2015Q3,1061968.15634642
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P8: Mpumalanga,2015Q3,220427.360522662
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P9: Limpopo,2015Q3,219857.903273326
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",Total: South Africa,2015Q4,3061900.572038
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P1: Western Cape,2015Q4,423468.691783039
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P2: Eastern Cape,2015Q4,231868.162566935
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P3: Northern Cape,2015Q4,67028.7093303849
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P4: Free State,2015Q4,159498.768050671
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P5: KwaZulu-Natal,2015Q4,489035.714588879
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P6: North West,2015Q4,186200.065614903
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P7: Gauteng,2015Q4,1063481.83462348
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P8: Mpumalanga,2015Q4,220876.869812099
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P9: Limpopo,2015Q4,220441.755667605
